Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category
APPLE	US	au.com.bauermedia.wheels.2014.05.issue	 	Wheels 2014.05 - May issue	 	IA1	2	4.54	05/01/2014	05/01/2014	NZD	NZ	NZD	648321612	6.49	 	SKU_Bauer_Wheels	 	 	Lifestyle
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	7T	2	0	05/01/2014	05/01/2014	USD	MY	USD	384025506	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.rcp.1405.1	 	Recipes+ 1405	 	IA1	1	.91	05/01/2014	05/01/2014	GBP	GB	GBP	813416884	1.49	 	MAG1273	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	2	0	05/01/2014	05/01/2014	SGD	SG	SGD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	05/01/2014	05/01/2014	SEK	SE	SEK	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	3	0	05/01/2014	05/01/2014	USD	MY	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	2	0	05/01/2014	05/01/2014	USD	MY	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	1T	1	0	05/01/2014	05/01/2014	USD	KR	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.rlw.1418.1	 	Rugby League Week 1418	 	IA1	1	2.8	05/01/2014	05/01/2014	USD	US	USD	737568079	3.99	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.rol.months.1.1	 	Rolling Stone Australia Subscription_200_30	 	IAY	1	3.18	05/01/2014	05/01/2014	AUD	AU	AUD	642291342	4.99	 	MAG0420	Renewal	1 Month	Music
APPLE	US	au.com.bauermedia.wwmag.subscriptions.1yr	 	Weight Watchers Subscriptions_600_365	 	IAY	1	0	05/01/2014	05/01/2014	AUD	AU	AUD	646627181	0	 	SKU_Bauer_WeightWatchers	New	1 Year	Health & Fitness
APPLE	US	com.magshop.ns.clo.months.1.1	 	Cleo Magazine Australia Subscription_200_30	 	IAY	2	2.54	05/01/2014	05/01/2014	AUD	AU	AUD	821343039	3.99	 	MAG0132	Renewal	1 Month	Lifestyle
APPLE	US	BAU001	PBL MEDIA PTY LTD.	ELLE Australia: The Pulse	1.3	7	1	0	05/01/2014	05/01/2014	CNY	CN	CNY	694546352	0	 	 	 	 	Lifestyle
APPLE	US	GTRG2014	PBL MEDIA PTY LTD.	GT 2014 Restaurant Guide	1.2.5	1	1	0	05/01/2014	05/01/2014	NZD	NZ	NZD	705700418	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.ns.dol.1403.1	 	Dolly 1403	 	IA1	1	3.49	05/01/2014	05/01/2014	NZD	NZ	NZD	643550302	4.99	 	MAG0184	 	 	Lifestyle
APPLE	US	com.magshop.ns.dol.1405.1	 	Dolly 1405	 	IA1	3	3.18	05/01/2014	05/01/2014	AUD	AU	AUD	643551408	4.99	 	MAG0184	 	 	Lifestyle
APPLE	US	com.magshop.ns.new.1415.1	 	NW 1415	 	IA1	1	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	738227003	2.99	 	MAG0369	 	 	Entertainment
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	1T	103	0	05/01/2014	05/01/2014	AUD	AU	AUD	384025506	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.shp.months.1.1	 	Shop Til You Drop Subscription_200_30	 	IAY	1	3.49	05/01/2014	05/01/2014	NZD	NZ	NZD	575093867	4.99	 	MAG0430	Renewal	1 Month	Lifestyle
APPLE	US	com.magshop.ns.shp.1407.1	 	Shop Til you Drop 1407	 	IA1	1	2.09	05/01/2014	05/01/2014	NZD	NZ	NZD	756288966	2.99	 	MAG0430	 	 	Lifestyle
APPLE	US	com.magshop.ns.amw.months.1.1	 	Australian Motorcycle News Subscription_200_30	 	IAY	1	0	05/01/2014	05/01/2014	AUD	AU	AUD	601969729	0	 	MAG0067	New	1 Month	Sports
APPLE	US	MAG0559	PBL MEDIA PTY LTD.	HOME Magazine NZ	1.3.8	1F	2	0	05/01/2014	05/01/2014	USD	BR	USD	817999055	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	1	0	05/01/2014	05/01/2014	RUB	RU	RUB	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.1414.1	 	ZOO Weekly 1414	 	IA1	1	1.4	05/01/2014	05/01/2014	USD	US	USD	738259645	1.99	 	MAG0553	 	 	Entertainment
APPLE	US	au.com.acpmagazines.gourmettraveller.2014.may	 	GT May 2014	 	IA1	5	4.13	05/01/2014	05/01/2014	AUD	AU	AUD	670868560	6.49	 	ACPGT001	 	 	Food & Drink
APPLE	US	com.magshop.ns.shp.1212.1	 	Shop Til you Drop 1212	 	IA1	1	0	05/01/2014	05/01/2014	AUD	AU	AUD	575093465	0	FREE	MAG0430	 	 	Lifestyle
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	1	0	05/01/2014	05/01/2014	GBP	GB	GBP	823384894	0	 	 	 	 	Lifestyle
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	1	0	05/01/2014	05/01/2014	USD	MY	USD	823384894	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.1417.1	 	ZOO Weekly 1417	 	IA1	5	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	738259661	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	au.com.bauermedia.hng.subs.oneyr	 	House and Garden Subscriptions_600_365	 	IAY	1	0	05/01/2014	05/01/2014	AUD	AU	AUD	743049885	0	 	SKU_Bauer_HNG	New	1 Year	Lifestyle
APPLE	US	MAG0430	PBL MEDIA PTY LTD.	Shop Til You Drop	1.3.5	1F	1	0	05/01/2014	05/01/2014	GBP	GB	GBP	574686823	0	 	 	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.3months	 	AWW Paid Subscription_400_90	 	IAY	1	7.69	05/01/2014	05/01/2014	NZD	NZ	NZD	471821185	10.99	 	ACP003	Renewal	3 Months	Entertainment
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.2months	 	GT Paid Subscription_300_60	 	IAY	1	27.39	05/01/2014	05/01/2014	DKK	DK	DKK	471832469	45	 	ACPGT001	Renewal	2 Months	Food & Drink
APPLE	US	com.magshop.ns.mon.1402.1	 	Money 1402	 	IA1	2	3.81	05/01/2014	05/01/2014	AUD	AU	AUD	681457835	5.99	 	MAG0352	 	 	Finance
APPLE	US	com.magshop.ns.amw.months.12.1	 	Australian Motorcycle News Subscription_600_365	 	IAY	1	57.27	05/01/2014	05/01/2014	AUD	AU	AUD	601969731	89.99	 	MAG0067	Renewal	1 Year	Sports
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	80	0	05/01/2014	05/01/2014	AUD	AU	AUD	622413964	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.stm.months.1.1	 	Street Machine Magazine Subscription_200_30	 	IAY	1	3.18	05/01/2014	05/01/2014	AUD	AU	AUD	643505237	4.99	 	MAG0449	Renewal	1 Month	Lifestyle
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.2months	 	GT Paid Subscription_300_60	 	IAY	2	4.9	05/01/2014	05/01/2014	USD	US	USD	471832469	6.99	 	ACPGT001	Renewal	2 Months	Food & Drink
APPLE	US	MAG0369	PBL MEDIA PTY LTD.	NW Magazine	1.3.5	7F	2	0	05/01/2014	05/01/2014	CAD	CA	CAD	574650057	0	 	 	 	 	Entertainment
APPLE	US	MAG0253	PBL MEDIA PTY LTD.	Good Health Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	EUR	FR	EUR	574688852	0	 	 	 	 	Health & Fitness
APPLE	US	MAG0355	PBL MEDIA PTY LTD.	MOTOR Magazine Australia	1.3.5	1F	2	0	05/01/2014	05/01/2014	RUB	RU	RUB	639976688	0	 	 	 	 	Lifestyle
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	10	0	05/01/2014	05/01/2014	AUD	AU	AUD	823384894	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.fbf.1401.1	 	4x4 1401	 	IA1	1	4.77	05/01/2014	05/01/2014	AUD	AU	AUD	645796996	7.49	 	MAG0004	 	 	Lifestyle
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	1T	1	0	05/01/2014	05/01/2014	TWD	TW	TWD	617924139	0	 	 	 	 	Lifestyle
APPLE	US	MAG0420	PBL MEDIA PTY LTD.	Rolling Stone Australia	1.3.5	1F	25	0	05/01/2014	05/01/2014	AUD	AU	AUD	639979132	0	 	 	 	 	Music
APPLE	US	com.magshop.ns.wdw.1407.1	 	Woman's Day 1407	 	IA1	1	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	797227253	2.99	 	MAG0536	 	 	Entertainment
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	3	0	05/01/2014	05/01/2014	TWD	TW	TWD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	1T	2	0	05/01/2014	05/01/2014	CHF	CH	CHF	374405599	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.ns.cos.1405.1	 	Cosmopolitan 1405	 	IA1	5	3.81	05/01/2014	05/01/2014	AUD	AU	AUD	643555161	5.99	 	MAG0958	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1month	 	GT Paid Subscription_200_30	 	IAY	1	10.49	05/01/2014	05/01/2014	SAR	SA	SAR	471832348	14.99	 	ACPGT001	Renewal	1 Month	Food & Drink
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	05/01/2014	05/01/2014	USD	CL	USD	598117425	0	 	 	 	 	Sports
APPLE	US	MAG0067	PBL MEDIA PTY LTD.	Australian Motorcycle News	1.3.5	1F	1	0	05/01/2014	05/01/2014	USD	CR	USD	598117425	0	 	 	 	 	Sports
APPLE	US	MAG0421	PBL MEDIA PTY LTD.	Rugby League Week	1.3.7	1F	1	0	05/01/2014	05/01/2014	USD	NG	USD	505309539	0	 	 	 	 	Sports
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	1	0	05/01/2014	05/01/2014	EUR	SK	EUR	813461450	0	 	 	 	 	Lifestyle
APPLE	US	MAG567	PBL MEDIA PTY LTD.	North & South Magazine	1.3.6	1F	4	0	05/01/2014	05/01/2014	NZD	NZ	NZD	707996306	0	 	 	 	 	Lifestyle
APPLE	US	ACPGT001	PBL MEDIA PTY LTD.	Gourmet Traveller	1.10.0	7T	2	0	05/01/2014	05/01/2014	USD	US	USD	374405599	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1year	 	GT Paid Subscription_600_365	 	IAY	2	13.69	05/01/2014	05/01/2014	GBP	GB	GBP	471832473	22.49	 	ACPGT001	Renewal	1 Year	Food & Drink
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1year	 	GT Paid Subscription_600_365	 	IAY	1	0	05/01/2014	05/01/2014	TWD	TW	TWD	471832473	0	 	ACPGT001	New	1 Year	Food & Drink
APPLE	US	com.mogeneration.acp.qantasmagazine.subscriptions.free	 	QANTAS Free sub	 	IAC	1	0	05/01/2014	05/01/2014	CAD	CA	CAD	501592717	0	 	ACP016	 	 	Travel
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	1	0	05/01/2014	05/01/2014	NOK	NO	NOK	639967384	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.months.12.1	 	ZOO Subscription_600_365	 	IAY	-1	44.54	05/01/2014	05/01/2014	AUD	AU	AUD	626545696	-69.99	 	MAG0553	Renewal	1 Year	Entertainment
APPLE	US	com.magshop.ns.okm.1419.1	 	OK! 1419	 	IA1	6	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	644070354	2.99	 	MAG0372.2	 	 	Entertainment
APPLE	US	MAG1755.1	PBL MEDIA PTY LTD.	Cosmopolitan Bride Magazine Australia	1.3.8	1F	1	0	05/01/2014	05/01/2014	USD	MN	USD	823254501	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.topgear.subs.1yr	 	TopGear  Subscriptions_600_365	 	IAY	2	28.63	05/01/2014	05/01/2014	AUD	AU	AUD	725842342	44.99	 	SKU_Bauer_TopGear	Renewal	1 Year	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.1year	 	AWW Paid Subscription_600_365	 	IAY	3	0	05/01/2014	05/01/2014	AUD	AU	AUD	471822135	0	 	ACP003	New	1 Year	Entertainment
APPLE	US	com.magshop.ns.okm.1410.1	 	OK! 1410	 	IA1	1	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	644069194	2.99	 	MAG0372.2	 	 	Entertainment
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	4	0	05/01/2014	05/01/2014	USD	US	USD	813461450	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.wow.1310.1	 	World of Knowledge 1310	 	IA1	1	3.18	05/01/2014	05/01/2014	AUD	AU	AUD	722573557	4.99	 	MAG2181	 	 	Education
APPLE	US	MAG0001	PBL MEDIA PTY LTD.	Magshop	2.4.1	7F	1	0	05/01/2014	05/01/2014	NZD	NZ	NZD	378036778	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.1416.1	 	ZOO Weekly 1416	 	IA1	2	1.4	05/01/2014	05/01/2014	USD	US	USD	738259658	1.99	 	MAG0553	 	 	Entertainment
APPLE	US	MAG0132	PBL MEDIA PTY LTD.	Cleo Magazine Australia	1.3.8	1F	19	0	05/01/2014	05/01/2014	AUD	AU	AUD	813461450	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	1T	1	0	05/01/2014	05/01/2014	EUR	BE	EUR	735558949	0	 	 	 	 	Lifestyle
APPLE	US	MAG0053	PBL MEDIA PTY LTD.	Australian Geographic Outdoor Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	EUR	IT	EUR	639977537	0	 	 	 	 	Lifestyle
APPLE	US	MAG0031	PBL MEDIA PTY LTD.	Australasian Dirt Bike Magazine	1.3.5	7F	1	0	05/01/2014	05/01/2014	CNY	CN	CNY	639973451	0	 	 	 	 	Sports
APPLE	US	MAG0004	PBL MEDIA PTY LTD.	4x4 Magazine Australia	1.3.5	1F	4	0	05/01/2014	05/01/2014	NZD	NZ	NZD	639975024	0	 	 	 	 	Lifestyle
APPLE	US	MAG2068	PBL MEDIA PTY LTD.	Women's Fitness Magazine Australia	1.3.5	1F	1	0	05/01/2014	05/01/2014	CNY	CN	CNY	639975696	0	 	 	 	 	Health & Fitness
APPLE	US	com.magshop.ns.clo.1405.1	 	CLO 1405	 	IA1	4	3.81	05/01/2014	05/01/2014	AUD	AU	AUD	833158886	5.99	 	MAG0132	 	 	Lifestyle
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	7F	1	0	05/01/2014	05/01/2014	IDR	ID	IDR	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	EUR	DE	EUR	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	IDR	ID	IDR	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	ZAR	ZA	ZAR	574676839	0	 	 	 	 	Food & Drink
APPLE	US	MAG0449	PBL MEDIA PTY LTD.	Street Machine Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	EUR	IT	EUR	639978561	0	 	 	 	 	Lifestyle
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	5	0	05/01/2014	05/01/2014	RUB	RU	RUB	622413964	0	 	 	 	 	Entertainment
APPLE	US	MAG0958	PBL MEDIA PTY LTD.	Cosmopolitan Australia	1.4.0	7F	15	0	05/01/2014	05/01/2014	NZD	NZ	NZD	639978764	0	 	 	 	 	Lifestyle
APPLE	US	MAG0553	PBL MEDIA PTY LTD.	ZOO Weekly Australia	1.3.5	1F	6	0	05/01/2014	05/01/2014	CAD	CA	CAD	622413964	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.gme.1405.1	 	Good Health 2014-05	 	IA1	1	4.13	05/01/2014	05/01/2014	AUD	AU	AUD	802532025	6.49	 	MAG0001	 	 	Lifestyle
APPLE	US	SKU_Bauer_ElleMag	PBL MEDIA PTY LTD.	ELLE Australia	1.0.10	7T	2	0	05/01/2014	05/01/2014	NZD	NZ	NZD	694551705	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.mby.1312.1	 	Mother and Baby 2013-12	 	IA1	1	4.13	05/01/2014	05/01/2014	AUD	AU	AUD	603840399	6.49	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.zoo.1348.1	 	ZOO Weekly 1348	 	IA1	1	2.1	05/01/2014	05/01/2014	USD	US	USD	664943946	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	MAG0430	PBL MEDIA PTY LTD.	Shop Til You Drop	1.3.5	1F	51	0	05/01/2014	05/01/2014	AUD	AU	AUD	574686823	0	 	 	 	 	Lifestyle
APPLE	US	MAG0004	PBL MEDIA PTY LTD.	4x4 Magazine Australia	1.3.5	7F	1	0	05/01/2014	05/01/2014	USD	AR	USD	639975024	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	7T	5	0	05/01/2014	05/01/2014	NZD	NZ	NZD	617924139	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	1T	35	0	05/01/2014	05/01/2014	AUD	AU	AUD	617924139	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_Wheels	PBL MEDIA PTY LTD.	WHEELS AUSTRALIA MAGAZINE	1.0.10	1T	7	0	05/01/2014	05/01/2014	NZD	NZ	NZD	617924139	0	 	 	 	 	Lifestyle
APPLE	US	MAG0354	PBL MEDIA PTY LTD.	Mother & Baby Magazine Australia	1.3.5	1F	7	0	05/01/2014	05/01/2014	AUD	AU	AUD	639982558	0	 	 	 	 	Lifestyle
APPLE	US	ACP003	PBL MEDIA PTY LTD.	The Australian Women's Weekly	1.10.0	1T	1	0	05/01/2014	05/01/2014	EUR	NL	EUR	384025506	0	 	 	 	 	Entertainment
APPLE	US	SKUTRADER_Earthmovers	PBL MEDIA PTY LTD.	Earthmovers and Excavators for iPad	1.1	1T	1	0	05/01/2014	05/01/2014	DKK	DK	DKK	546261009	0	 	 	 	 	News
APPLE	US	MAG0372.2	PBL MEDIA PTY LTD.	OK! Magazine Australia	1.3.5	1F	2	0	05/01/2014	05/01/2014	NZD	NZ	NZD	639977310	0	 	 	 	 	Entertainment
APPLE	US	com.magshop.ns.zoo.1419.1	 	ZOO Weekly 1419	 	IA1	17	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	738259672	2.99	 	MAG0553	 	 	Entertainment
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	16	0	05/01/2014	05/01/2014	NZD	NZ	NZD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	2	0	05/01/2014	05/01/2014	USD	EG	USD	393065903	0	 	 	 	 	Food & Drink
APPLE	US	ACP_AWW_Recipes	PBL MEDIA PTY LTD.	The Australian Women's Weekly Cookbooks	2.2.1	7T	1	0	05/01/2014	05/01/2014	INR	IN	INR	393065903	0	 	 	 	 	Food & Drink
APPLE	US	au.com.acpmagazines.aww.2014.may	 	AWW May 2014	 	IA1	1	1.52	05/01/2014	05/01/2014	GBP	GB	GBP	670870608	2.49	 	ACP003	 	 	Entertainment
APPLE	US	au.com.acpmagazines.aww.subscriptions.1month	 	AWW Paid Subscription_200_30	 	IAY	2	2.1	05/01/2014	05/01/2014	USD	US	USD	471819015	2.99	 	ACP003	Renewal	1 Month	Entertainment
APPLE	US	MAG1273	PBL MEDIA PTY LTD.	recipes+ Magazine	1.3.5	1F	110	0	05/01/2014	05/01/2014	AUD	AU	AUD	574676839	0	 	 	 	 	Food & Drink
APPLE	US	com.magshop.ns.new.1417.1	 	NW 1417	 	IA1	2	2.09	05/01/2014	05/01/2014	NZD	NZ	NZD	738227016	2.99	 	MAG0369	 	 	Entertainment
APPLE	US	com.magshop.ns.wdw.1414.1	 	Woman's Day 1414	 	IA1	1	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	797236399	2.99	 	MAG0536	 	 	Entertainment
APPLE	US	GTRG2014	PBL MEDIA PTY LTD.	GT 2014 Restaurant Guide	1.2.5	1	49	0	05/01/2014	05/01/2014	AUD	AU	AUD	705700418	0	 	 	 	 	Food & Drink
APPLE	US	BeautyBites_001	PBL MEDIA PTY LTD.	Beauty Bites	1.2.2	1	1	0	05/01/2014	05/01/2014	EUR	ES	EUR	684585688	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.ns.dol.months.1.1	 	Dolly Magazine Australia Subscription_200_30	 	IAY	1	0	05/01/2014	05/01/2014	NZD	NZ	NZD	642290338	0	 	MAG0184	New	1 Month	Lifestyle
APPLE	US	com.magshop.ns.mon.months.1.1	 	Money Subscription_200_30	 	IAY	3	2.54	05/01/2014	05/01/2014	AUD	AU	AUD	575093467	3.99	 	MAG0352	Renewal	1 Month	Finance
APPLE	US	SKU_Bauer_TopGear	PBL MEDIA PTY LTD.	TopGear Australia Magazine	1.0.9	1T	1	0	05/01/2014	05/01/2014	EUR	DE	EUR	725842093	0	 	 	 	 	Lifestyle
APPLE	US	com.magshop.new.1418.1	 	NW 1418	 	IA1	8	2.41	05/01/2014	05/01/2014	AUD	AU	AUD	737567962	3.79	 	MAG0001	 	 	Lifestyle
APPLE	US	com.magshop.ns.rcp.months.1.1	 	recipes+ Subscription_200_30	 	IAY	2	1.9	05/01/2014	05/01/2014	AUD	AU	AUD	657989110	2.99	 	MAG1273	Renewal	1 Month	Food & Drink
APPLE	US	com.magshop.ns.amw.months.1.1	 	Australian Motorcycle News Subscription_200_30	 	IAY	1	6.99	05/01/2014	05/01/2014	NZD	NZ	NZD	601969729	9.99	 	MAG0067	Renewal	1 Month	Sports
APPLE	US	com.magshop.you.1407.1	 	Yours 1407	 	IA1	2	2.41	05/01/2014	05/01/2014	AUD	AU	AUD	868457925	3.79	 	MAG0001	 	 	Lifestyle
APPLE	US	au.com.acpmagazines.aww.subscriptions.1month	 	AWW Paid Subscription_200_30	 	IAY	1	1.82	05/01/2014	05/01/2014	EUR	DE	EUR	471819015	2.99	 	ACP003	Renewal	1 Month	Entertainment
APPLE	US	au.com.acpmagazines.aww.subscriptions.1month	 	AWW Paid Subscription_200_30	 	IAY	1	1.82	05/01/2014	05/01/2014	EUR	NL	EUR	471819015	2.99	 	ACP003	Renewal	1 Month	Entertainment
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	1	0	05/01/2014	05/01/2014	NZD	NZ	NZD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	SKU_Bauer_HNG	PBL MEDIA PTY LTD.	Australian House & Garden Magazine	1.0.10	7T	1	0	05/01/2014	05/01/2014	USD	GT	USD	735558949	0	 	 	 	 	Lifestyle
APPLE	US	MAG0256	PBL MEDIA PTY LTD.	Gourmet Traveller WINE Magazine	1.3.5	1F	1	0	05/01/2014	05/01/2014	CAD	CA	CAD	639981929	0	 	 	 	 	Lifestyle
APPLE	US	au.com.bauermedia.australiangeographic.subscriptions.2mth	 	Aus Geo Subscriptions_300_60	 	IAY	1	0	05/01/2014	05/01/2014	INR	IN	INR	661958408	0	 	SKU_Bauer_Australian_Geographic	New	2 Months	Education
APPLE	US	MAG0958	PBL MEDIA PTY LTD.	Cosmopolitan Australia	1.4.0	1F	1	0	05/01/2014	05/01/2014	EUR	FR	EUR	639978764	0	 	 	 	 	Lifestyle
APPLE	US	MAG0958	PBL MEDIA PTY LTD.	Cosmopolitan Australia	1.4.0	7F	1	0	05/01/2014	05/01/2014	EUR	IE	EUR	639978764	0	 	 	 	 	Lifestyle
APPLE	US	MAG0958	PBL MEDIA PTY LTD.	Cosmopolitan Australia	1.4.0	7F	1	0	05/01/2014	05/01/2014	USD	MY	USD	639978764	0	 	 	 	 	Lifestyle
APPLE	US	MAG0043	PBL MEDIA PTY LTD.	Auto Action Magazine Australia	1.3.5	1F	1	0	05/01/2014	05/01/2014	EUR	DE	EUR	639980943	0	 	 	 	 	Sports
APPLE	US	ACP011	PBL MEDIA PTY LTD.	Harper’s BAZAAR Australia Runway Report	1.6.1	7T	1	0	05/01/2014	05/01/2014	USD	US	USD	448250232	0	 	 	 	 	Entertainment
APPLE	US	au.com.bauermedia.wwmag.2014.04.issue	 	WW Mag 2014.04 - Apr issue	 	IA1	1	30.79	05/01/2014	05/01/2014	ZAR	ZA	ZAR	648323706	43.99	 	SKU_Bauer_WeightWatchers	 	 	Health & Fitness
APPLE	US	au.com.acpmagazines.gourmettraveller.subscriptions.1month	 	GT Paid Subscription_200_30	 	IAY	2	0	05/01/2014	05/01/2014	AUD	AU	AUD	471832348	0	 	ACPGT001	New	1 Month	Food & Drink
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	2	0	05/01/2014	05/01/2014	RUB	RU	RUB	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0204.1	PBL MEDIA PTY LTD.	Empire Australasia	1.3.8	1F	1	0	05/01/2014	05/01/2014	USD	EG	USD	823231884	0	 	 	 	 	Entertainment
APPLE	US	MAG0410.1	PBL MEDIA PTY LTD.	Real Living Australia	1.3.8	1F	2	0	05/01/2014	05/01/2014	CNY	CN	CNY	823384894	0	 	 	 	 	Lifestyle
APPLE	US	MAG0184	PBL MEDIA PTY LTD.	Dolly Magazine Australia	1.3.5	1F	2	0	05/01/2014	05/01/2014	CAD	CA	CAD	639967384	0	 	 	 	 	Lifestyle
